ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0010001	glial cell differentiation	51/2803	259/28814	8.35044164016328e-07	2.12237551401211e-05	1.33320047840373e-05	Kcnj10/Gfap/C1qa/B4galt5/Epha4/Lrp6/Nrros/Nr2e1/Hdac11/Ldlr/Zfp365/Tmem98/Nfix/Pard3/Nog/Cntn2/Klf15/Trp73/Enpp2/Mycn/Tnfrsf21/Ctnnb1/Csf1r/Tcf7l2/Phox2b/Neurod4/Lef1/Ptn/Ntrk3/Gap43/Adora2a/Clu/Fgf5/Gli3/Id2/Dusp15/Fa2h/Pdgfb/Ntf3/App/Pou3f1/Grk2/Clcf1/Plpp3/Nab1/Lingo1/Drd1/Tlr2/Eif2b2/Prdm8/Sox5	51
GO:0019693	ribose phosphate metabolic process	67/2803	376/28814	8.40938812420894e-07	2.12693883550775e-05	1.33606699394771e-05	Upp2/Myog/Suclg2/Prps2/Acot1/Acot2/P2rx7/Papss2/Mvk/Slc2a6/Acly/Ces1d/Hdac4/Acot11/Fitm2/Hmgcr/Hif1a/Ogt/Rhoq/Sult1e1/Aldob/Adcy2/Ak3/Adsl/Slc25a13/Gpat4/Nudt7/Adcy8/Entpd5/Prkag2/Prps1l1/Gucy2e/Pygl/Rab23/Uck2/Adcy9/Ehhadh/Pank4/Pmvk/Dcakd/Pipox/Pde2a/Adcy3/Rora/App/Mtch2/Uprt/Pank3/Dip2a/Atp2b2/Tkt/Entpd7/Adpgk/Ak1/Prkaa2/Pkm/Aldoart2/Esrrb/Upb1/Pdk1/Adss/Gck/Uox/Crot/Hmgcs1/Rnaseh2b/Ddit4	67
GO:0031331	positive regulation of cellular catabolic process	78/2803	461/28814	9.37863305195983e-07	2.32031979133767e-05	1.45754200208106e-05	Exosc9/Agtpbp1/Dcp1b/Cnot6l/P2rx7/Tfeb/Cav1/Agbl4/Vgll4/Rnf19a/Psmd10/Ldlr/Rnft1/Mid2/Il6/Trib2/Rad23a/Arih2/Msn/Hnrnpu/Hif1a/Socs5/Grsf1/Slc25a5/Dnajb2/Abhd5/Ddrgk1/Plekhf1/Det1/Sesn1/Dcp2/Wipi1/Pde12/Trib1/Mapk8/Pip4k2b/Trim32/Dhx36/Endog/Disc1/Ptk2/Mettl16/Entpd5/Nod2/Atg16l1/Becn1/Tnrc6c/Clu/Zyg11b/Snx18/Dhx9/Exosc2/Ormdl3/Fbxw7/Tmem59/App/Scoc/Tob1/Plk3/Sesn2/Igfbp3/Rb1cc1/Adra1b/Vps13d/Prkaa2/Adam9/Smad7/Adrb2/Esrrb/Gck/Ptk2b/Rdx/Tlr2/Gsk3b/Rock2/Hpse/Irs1/Enpp7	78
GO:0048863	stem cell differentiation	48/2803	240/28814	1.08932484645934e-06	2.6151846779687e-05	1.64276559014338e-05	Anxa6/Sema4d/Zfp281/Pef1/Lrp6/Setd6/Sema4c/Acvr1/Coro1c/Pwp1/Hnrnpu/Hif1a/Hspa9/Xrcc5/Nfe2l2/Sema3b/Dhx36/Sema5b/Wnt3/Ctnnb1/Phox2b/Ptn/Sema6a/Pus7/Cited2/Smad4/Setd2/Jag1/Rest/Erbb4/Sema3a/Ap2a2/Mtch2/Alx1/Sfrp1/Tbx1/Sema7a/Esrrb/Cdc42/Nrp1/Klhl12/Sema6d/Sema5a/Pou5f1/Gsk3b/Ext1/Kit/Sox5	48
GO:0006979	response to oxidative stress	71/2803	409/28814	1.09242897224002e-06	2.6151846779687e-05	1.64276559014338e-05	Tacr1/Capn1/Mapkap1/Slc8a1/Ngfr/Hnrnpm/Pyroxd1/Cygb/Myef2/Thg1l/Il6/Selenos/Neil1/Ddr2/Jun/Hif1a/Msrb2/Ngb/Ptprn/Sin3a/Stc2/Epor/1600014C10Rik/Atp2a2/Sesn1/Nfe2l2/Xpa/Mapk8/Ect2/Alox5/Endog/Tmem161a/Cyp11a1/Ctnnb1/Dhrs2/Aldh3a2/Fbxw7/Rest/Nfkb1/Gpr37/Fxn/Pnpla8/Ide/App/Mgst1/Prdx6b/Ercc6/Grk2/Plk3/Sesn2/Anxa1/Ndufb4/Ndufb4b/Prkaa2/Adam9/Lancl1/Ptprk/Rnf7/Ppif/Ddias/Crk/Pdk1/Ptk2b/Rcan1/Gab1/Met/Rhob/Car3/Brf2/Agap3/Gch1	71
GO:0007596	blood coagulation	38/2803	172/28814	1.14322960670325e-06	2.7171338782218e-05	1.70680643572088e-05	Blk/Serpind1/Papss2/Thbs1/Foxa2/Cav1/Lnpk/Pear1/Il6/Prss56/Stxbp3/Bloc1s4/Nfe2l2/Gnas/Adra2c/F2r/Itgb3/Prkcq/Hps6/Lyn/Hps5/Pdgfb/Bloc1s3/Vwf/Adtrp/Ephb2/Il6ra/F10/Lyst/Adrb2/P2rx1/Anxa5/Fzd6/Rab27a/Hpse/Cd9/Abat/Serpinf2	38
GO:1903706	regulation of hemopoiesis	70/2803	402/28814	1.15567397713861e-06	2.72590221804626e-05	1.71231439355944e-05	Med1/Il12b/Ankrd54/Itpkb/Tesc/Xrcc6/Tmem178/Tnfrsf11b/Rbm15/Csf3r/Rara/Il6/P4htm/Rbp1/Jun/Apcs/Hif1a/Nfam1/Socs5/Hspa9/Shb/Foxj1/Trib1/Gnas/Il12a/Ctnnb1/Csf1r/Prdm1/Zbtb16/Lef1/Nfkbia/Ptn/Itgb3/Fadd/Cyld/Cbfb/Gli3/Hmgb2/Ldb1/Id2/Lyn/Jag1/Il7r/Fbxw7/Rassf2/Car2/Tnfsf9/Gpr171/Sos1/Nlrp3/Tespa1/Tgfbr2/Anxa1/Braf/Ikzf3/Stat5b/Nckap1l/Sfrp1/Mafb/Smad7/Prelid1/Stat1/Ptk2b/Ets1/Foxn1/Gsk3b/Tmem64/Mysm1/Lmo2/Rag1	70
GO:0042220	response to cocaine	16/2803	43/28814	1.26027891782319e-06	2.92133533171032e-05	1.83507849393314e-05	Drd2/Kalrn/Crhr1/Ncam1/Cnr1/Chrnb2/Tgm2/Sdk1/Cacng4/Bdnf/Dlg4/Hdac5/Adra1b/Pgr/Drd1/Abat	16
GO:0010876	lipid localization	76/2803	449/28814	1.26554167266605e-06	2.92133533171032e-05	1.83507849393314e-05	Avpr1b/Slco2b1/Star/Drd2/Bdkrb2/Ldlrap1/Itgav/P2rx7/Lrp6/Thbs1/Cav1/Ces1d/Ces1e/Fabp6/Ldlr/Rps6kb1/Rbp2/Nrip1/Fitm2/Crhr1/Rbp1/Abcb4/Galr1/Abhd5/Apoc1/Rnf213/Fis1/Npc1/Ffar2/Slc10a4/Nfkbia/Ttc39b/Itgb3/Crp/Aqp8/Plppr4/Abca1/Mest/Pla2g5/Spns2/Nr1h4/Got2/Pitpnc1/Pnpla8/Hbp1/Plscr3/Syt7/Stard4/Tmem30c/Igfbp3/Stra6l/Anxa1/Ces1f/Cftr/Slco1a4/Stat5b/Xkr7/Tex2/Ntsr1/Osbpl3/Pla2g4c/Atp9a/Prelid1/Gramd1c/Stard6/Abcg2/Pla2g2c/Rbp4/Pnlip/Vps4a/Crot/Gulp1/Soat1/Enpp7/Osbpl9/Trpc5	76
GO:0032102	negative regulation of response to external stimulus	70/2803	403/28814	1.26769039842086e-06	2.92133533171032e-05	1.83507849393314e-05	Lyar/Il12b/Sema4d/Clec12b/Drd2/Adora1/Epha4/Mvk/Thbs1/Arg1/Grin3a/Dhx58/Ldlr/Sema4c/Selenos/Aph1c/Hmgcr/Metrnl/Socs5/Inpp5f/Ajap1/Gja1/Ghsr/Trib1/Ptprs/Sema3b/Sema5b/Alox5/Cd96/Wnt3/Prdm1/Sema6a/Tap1/Ryk/Nod2/Adora2a/Adar/Rtn4rl1/Clasp1/Il22/Wfdc1/Pla2g5/Robo2/Nr1h4/Pdgfb/Nfkb1/Rora/Chrna7/Nlrp3/Sema3a/Nploc4/Adtrp/Rnf125/Adrb2/Robo1/Sema7a/Crk/Nrp1/Sema6d/Anxa5/Sema5a/Xylt1/Ets1/Psma1/Calcrl/Irak3/Cd9/Fem1a/Abat/Serpinf2	70
GO:1902903	regulation of supramolecular fiber organization	68/2803	388/28814	1.28999870339591e-06	2.9532433551641e-05	1.85512197438824e-05	Arhgef10l/Tacr1/Hdgfl3/Capn1/Tmod3/Gpr65/Taok1/Gsn/Was/Rgs4/Carmil3/Cav1/Map3k1/Ldlr/Akap9/Akap13/Pak1/Tmod1/Pak2/Pak3/Ccl24/Arfip1/Mapk8/Dlc1/Ppfia1/Kank1/Smad4/Coro2b/Pfn2/Clasp1/Clu/Specc1l/Nck1/Prkcq/Cdc42ep4/Synpo/Nav3/Cav3/Arhgap35/Wnt11/Kirrel/App/Chrna7/Arpc1a/Rhpn1/Braf/Ppm1e/Nckap1l/Ccdc88a/Pycard/Sgk1/Cdc42/Map1b/Nrp1/Baiap2/Actg1/Tgfbr1/Ptk2b/Cyfip1/Sema5a/Eps8/Nck2/Rdx/Met/Tlr2/Rock2/Dlg1/Serpinf2	68
GO:0019216	regulation of lipid metabolic process	67/2803	382/28814	1.49607985469013e-06	3.32717473398408e-05	2.0900123082814e-05	Isx/Epha8/Brca1/Star/Adora1/Pik3r4/Cga/Pik3cg/Pik3ip1/Foxa2/Nr3c1/Apobec1/Cav1/Ces1d/Ces1e/Ldlr/H6pd/Fitm2/Snai1/C1qtnf2/Golm1/Cnr1/Fmo5/Abhd5/Apoc1/Ddx20/Ghsr/Rnf213/Pip4k2b/Ppp2r5a/Dkk3/Tcf7l2/Prmt3/Ttc39b/Prkag2/Nod2/Fgf1/Hsd17b13/Id2/Lyn/Nr1h4/Mtmr1/Ormdl3/Pdgfb/Rest/Nfkb1/Acadl/Erbb4/Rora/App/Stard4/Anxa1/Ces1f/Stat5b/Prkaa2/Igf1r/Igfbp7/Pdk1/Cdc42/Adipor1/Por/Ptk2b/Disp3/Ankrd26/Irs1/Enpp7/Kit	67
GO:0099587	inorganic ion import across plasma membrane	29/2803	116/28814	1.50926516125303e-06	3.33269296422787e-05	2.09347866338792e-05	Atp4a/Kcnj9/Kcnj10/Slc8a2/Kcnj6/Slc5a1/Slc8a1/Cacna1e/Atp4b/Adrb1/Slc24a4/Kcnk9/Kcnj16/Atp1a4/Atp1a2/Slc39a8/Cacna1d/Kcnj3/Slc39a10/Atp1b1/Adrb2/Kcnj2/P2rx1/Cnga3/Slc9a6/Kcnj15/Cacna1c/Kcnd3/Dlg1	29
GO:0090150	establishment of protein localization to membrane	50/2803	257/28814	1.53771314941685e-06	3.35890193657191e-05	2.10994220352814e-05	Gga2/Tomm40/Nsg1/Pdcd5/Pex26/Adora1/Pkdcc/Cacng2/Vamp4/Rilpl1/Grip1/Pak1/Sec61a1/Micall1/Rab8b/Pard3/Ogt/Zdhhc14/Emc10/Lyplal1/Srp9/Arhgap44/Fis1/Npc1/Mff/Stx3/Arl6ip1/Rab3ip/Zdhhc25/Cnst/Reep2/Sec62/Myo5b/Oxa1l/Mtch2/Hspa4/Sec63/Colq/Braf/Zdhhc19/Tcaf1/Trmt10b/Frmpd1/Cacnb1/Zdhhc23/Rsc1a1/Syne3/Grip2/Mmgt2/Timm29	50
GO:0035108	limb morphogenesis	38/2803	174/28814	1.54271070155704e-06	3.35890193657191e-05	2.10994220352814e-05	Ece1/Med1/Lrp4/Chst11/Rpgrip1l/Pkdcc/Lrp6/Fras1/Col2a1/Lnpk/Nog/Gja5/Gja1/Mbnl1/Gnas/Wnt3/Mycn/Ctnnb1/Zbtb16/Lef1/Smad4/Rab23/Gli3/Pcsk5/Rarb/Alx1/Sall4/Fuz/Gdf5/Lrp5/Rnf165/Osr2/Fzd6/Lmx1b/Cacna1c/Aff3/Ext1/Wdr19	38
GO:0046849	bone remodeling	27/2803	104/28814	1.56138505528542e-06	3.38771593702521e-05	2.12804212926486e-05	Itgav/P2rx7/Lrp6/Tnfrsf11b/Il6/Vegfa/Tcirg1/Gja1/Ctss/Ctnnb1/Csf1r/Ptn/Itgb3/Plekhm1/Rassf2/Tmem119/Car2/Syt7/Def8/Sfrp1/Lrp5/Adrb2/Cthrc1/Ptk2b/Gsk3b/Tmem64/Ext1	27
GO:0043087	regulation of GTPase activity	62/2803	345/28814	1.58548574267663e-06	3.42806240265533e-05	2.15338633764121e-05	Rcc2/Rasa3/Ralgps2/Sema4d/Gpr65/Tiam2/Sgsm3/Epha4/Rgs4/Kalrn/Tbc1d16/Garnl3/Ntrk1/Wdr41/Ripor2/Coro1c/Rapgef5/Bcas3/Ccl24/Pip5k1a/Rgl3/Rab11fip2/Foxj1/Adrb1/Arhgap44/Arap3/Tbc1d8/Ect2/Gnas/Evi5l/Tbc1d13/Rasgrf1/F2r/Spry1/Ntrk3/Rapgef1/Sgsm1/Arhgap27/Tbc1d22a/Sipa1l2/Rap1gds1/Snx18/Picalm/Pbxip1/Arhgap35/Wnt11/Tbc1d9b/Ntf3/Sos1/Lars/Grhl3/Nedd9/Pycard/Crk/Tbc1d14/Ptk2b/Dock10/Rdx/Met/Gsk3b/Gapvd1/Rasa2	62
GO:0030048	actin filament-based movement	31/2803	129/28814	1.6656269386725e-06	3.58887852841304e-05	2.25440528286542e-05	Adora1/Gsn/Was/Myo1e/Myrip/Cav1/Akap9/Pard3/Gja5/Atp2a2/Adrb1/Scn1a/Frmd6/Cacna1h/Myh14/Cav3/Atp1a2/Parva/Wipf1/Myo5b/Shtn1/Ccdc88c/Cacna1d/Myo5c/Kcne3/Kcnj2/Cacna2d1/Ank2/Cacna1c/Kcnd3/Dlg1	31
GO:0009410	response to xenobiotic stimulus	59/2803	325/28814	2.00644845426669e-06	4.20427795149689e-05	2.64097721598851e-05	Atp4a/Gstm1/Gstm2/Fmo1/Fmo4/Drd2/Cyp2j13/Cyp2j12/Pemt/P2rx7/Sult1a1/Apobec1/Blm/Gsto2/Ntrk1/Hdac4/Jun/Ncam1/Kcnk3/Slc22a12/Fmo5/Nfe2l2/Npc1/Gnas/Adam17/Slc10a4/Aacs/Rap2a/Ppp1r12a/Cyp2s1/Nr1h4/Aldh3a1/Rest/Bloc1s3/Bdnf/Rora/Chrna7/Mgst1/Fmo3/Tgfbr2/Gsta4/Cftr/Lct/Braf/Ppm1e/Ywhaz/Prkaa2/Nckap1l/Sfrp1/Lyst/Smad1/Chrna3/Fancb/Drd1/Nr1i2/Crot/Mylk/Abat/Ptprm	59
GO:1990778	protein localization to cell periphery	65/2803	370/28814	2.01200390163172e-06	4.20427795149689e-05	2.64097721598851e-05	Gga2/Nsg1/Tesc/Ldlrap1/Nfasc/Pkdcc/Cacng2/Vamp4/Lrp6/Pram1/Mrap2/Rilpl1/Kalrn/Stac/Grip1/Pigw/Ikbkb/Rab8b/Pip5k1a/Ptpn9/Rhoq/Magi2/Hectd1/Plekhf1/Lyplal1/Rab11fip2/Ghsr/Arhgap44/Ppil2/Nptx2/Grin2c/Ppp2r5a/Stx3/Gpsm2/Rap2a/Ppfia1/Gpc4/Cnst/Picalm/Fam126a/Cav3/Tmem59/Myo5b/Tspan14/Cacng3/Dlg4/Ephb2/Fcho2/Atp1b1/Prkg2/Tspan5/Skap1/Ccdc88a/Kif1b/Ank2/Zdhhc23/Rsc1a1/Vps4a/Rdx/Gsk3b/Rock2/Grip2/Dlg1/Wdr72/Wdr19	65
GO:0055088	lipid homeostasis	38/2803	176/28814	2.06863868297202e-06	4.2795392288594e-05	2.68825366180243e-05	Adora1/Ldlrap1/Cav1/Ces1d/Ces1e/Ldlr/Fitm2/Acox1/Rbp1/Mylip/Olfr16/Abcb4/Abhd5/Adrb1/D1Pas1/Npc1/Adck1/Ttc39b/Abca1/Nr1h4/Ormdl3/Cav3/Pnpla8/Cyp7b1/Rora/Plscr3/Mtch2/Sesn2/Ces1f/Prkaa2/Lyst/Lrp5/Gck/Med13/Asgr2/Soat1/Pnpla1/Enpp7	38
GO:0062012	regulation of small molecule metabolic process	65/2803	371/28814	2.21127430922947e-06	4.49987095541565e-05	2.82665818131981e-05	Isx/Avpr1b/Brca1/Star/Myog/P2rx7/Slc2a6/Foxa2/Nr3c1/Cav1/Ces1d/Ces1e/Ldlr/Slc35b4/Lacc1/H6pd/Il6/Hdac4/Hif1a/Snai1/Ogt/C1qtnf2/Cnr1/Fmo5/Ppp1r3a/Apoc1/Ghsr/Ncor2/Dkk3/Tcf7l2/Prmt3/Ttc39b/Entpd5/Prkag2/Lcmt1/Fgf1/Nr1h4/Rest/Nfkb1/Acadl/Wdr5/Rora/App/Mtch2/Stard4/Sesn2/Igfbp3/Anxa1/Ces1f/Adra1b/Prkaa2/Supt20/Ntsr1/Phlda2/Esrrb/Pdk1/Slc7a7/Adipor1/Por/Gck/Ptk2b/Ankrd26/Irs1/Kit/Ddit4	65
GO:0009259	ribonucleotide metabolic process	64/2803	364/28814	2.33311997899853e-06	4.61475062651752e-05	2.89882148675785e-05	Upp2/Myog/Suclg2/Prps2/Acot1/Acot2/P2rx7/Papss2/Mvk/Slc2a6/Acly/Ces1d/Hdac4/Acot11/Fitm2/Hmgcr/Hif1a/Ogt/Rhoq/Sult1e1/Aldob/Adcy2/Ak3/Adsl/Slc25a13/Gpat4/Nudt7/Adcy8/Entpd5/Prkag2/Gucy2e/Rab23/Uck2/Adcy9/Ehhadh/Pank4/Pmvk/Dcakd/Pipox/Pde2a/Adcy3/Rora/App/Mtch2/Uprt/Pank3/Dip2a/Atp2b2/Entpd7/Adpgk/Ak1/Prkaa2/Pkm/Aldoart2/Esrrb/Upb1/Pdk1/Adss/Gck/Uox/Crot/Hmgcs1/Rnaseh2b/Ddit4	64
GO:0032409	regulation of transporter activity	55/2803	298/28814	2.61653630883825e-06	5.09161612347994e-05	3.1983713564615e-05	Kcnc2/Stim2/Kcng1/Amigo1/Drd2/Oprl1/Tesc/Slc5a1/Cacng2/Cav1/Stac/Gpr35/Akap9/Kcns2/Ikbkb/Hap1/Neto2/Gja1/Adrb1/Cnksr3/Ctss/Alox5/Kcnab1/Rasgrf1/Cacng5/Htr3a/Gsg1l/Calm1/Cacng4/Cav3/Atp1a2/Fxyd4/App/Cacng3/Dlg4/Ephb2/Wwp2/Fhl1/Cftr/Cacna1d/Atp1b1/Ntsr1/Kcne3/Adrb2/Ppif/Tcaf1/Cacna2d1/Ywhae/Ank2/Cacnb1/Ptk2b/Chrm3/Cabp1/Dlg1/Nedd4	55
GO:0015850	organic hydroxy compound transport	49/2803	255/28814	2.80672211170962e-06	5.39805090824565e-05	3.39086274121032e-05	Slco2b1/Star/Drd2/Ldlrap1/Lrp6/Ces1d/Ces1e/Ldlr/Syt15/Slc6a4/Crhr1/Abcb4/Cnr1/Galr1/Apoc1/Syt13/Ghsr/Npc1/Slc10a4/Itgb3/Syt6/Adora2a/Chrnb2/Aqp8/Abca1/Nr1h4/Htr6/Slc6a2/Chga/Chrna7/Syt7/Stard4/Grk2/Igfbp3/Stra6l/Ces1f/Cftr/Slco1a4/P2rx1/Drd1/Slc29a4/Gramd1c/Gck/Rbp4/Pnlip/Vps4a/Enpp7/Abat/Slc16a7	49
GO:0045785	positive regulation of cell adhesion	79/2803	482/28814	2.82675594740637e-06	5.4160643952306e-05	3.40217817022253e-05	Dusp26/Angpt1/Capn1/Il12b/Frmd5/L1cam/Itpkb/Dock5/Epha4/Itgav/Thbs1/Cav1/Blm/Rara/Il6/Vegfa/Egflam/Socs5/Shb/Ibsp/Stx3/Alox5/Il12a/Enpp2/Disc1/Zbtb16/Nfat5/Lef1/Megf10/Ptn/Itgb3/H2-DMb1/Ptk2/Fadd/Cited2/Cyld/Cbfb/Tgm2/Gli3/Nck1/Prkcq/Ldb1/Pcsk5/Saa2/Il7r/Pdgfb/Itgal/Tnfsf9/Nlrp3/Tespa1/Tgfbr2/Il6ra/Anxa1/Myo10/Braf/Nedd9/Stat5b/Plpp3/Gcnt2/Nckap1l/Skap1/Cd55b/Adam9/Smad7/Pycard/Crk/Cdc42/Nrp1/Fbln2/Ptk2b/Nck2/Col26a1/Ets1/Jak1/Ccl28/Gsk3b/Hpse/Adgrg1/Rag1	79
GO:0060021	roof of mouth development	26/2803	101/28814	2.87224332978315e-06	5.45288390687795e-05	3.4253068721034e-05	Pkdcc/Lrp6/Fras1/Wnt9b/Col2a1/Snai1/Schip1/Foxe1/Arid5b/Lef1/Smad4/Wfikkn2/Gli3/Wnt11/Sos1/Anp32b/Ephb2/Tshz1/Tgfbr2/Alx1/Fuz/Fzd2/Tbx1/Osr2/Tgfbr1/Dlg1	26
GO:0051054	positive regulation of DNA metabolic process	55/2803	299/28814	2.90714834372829e-06	5.50237469191369e-05	3.45639521525974e-05	Nek7/Fbxo4/Parg/Brca1/Mgmt/Nbn/Mms19/Was/Ino80c/Anxa3/Blm/Il6/Polg2/Map2k4/Vegfa/Pak3/Jun/Otud4/Aplf/Xrcc5/Mapk8/C3ar1/Dhx36/Endog/Tmem161a/Parm1/Ctnnb1/Yy1/Stpg4/Prim2/Tnks/Dhx9/Prkcq/Baz1a/Pdgfb/Ercc6/E2f7/Eya1/Igfbp3/Clcf1/Epc1/Actr5/Cdk1/Igf1r/Tcp1/Fus/Cdc42/Fancb/Ptk2b/Mrnip/Met/Gsk3b/Stn1/Wiz/Brpf3	55
GO:2000179	positive regulation of neural precursor cell proliferation	21/2803	72/28814	2.98920736445842e-06	5.59619983939024e-05	3.51533282110573e-05	Drd2/Insm1/Ngfr/Nr2e1/Vegfa/Hif1a/Nog/Nap1l1/Mapk8/Gnai2/Ctnnb1/Disc1/Gli3/Lyn/Fzd3/Gng5/Hdac5/Ctsz/Dct/Disp3/Adgrg1	21
GO:1901888	regulation of cell junction assembly	44/2803	220/28814	2.99266829374811e-06	5.59619983939024e-05	3.51533282110573e-05	Rcc2/Sema4d/Amigo1/Nrg2/Mdga1/Cav1/Prkaca/Ntrk1/Coro1c/Vegfa/Bcas3/Ikbkb/Cbln1/Snai1/Lrrn3/Gja1/Ghsr/Ptprs/Dlc1/Enpp2/Slitrk2/Ntrk3/Ptk2/Gpc4/Rapgef1/Chrnb2/Clasp1/Pdlim5/Lrrtm3/Ldb1/Bdnf/App/Ephb2/Ntng2/Colq/Lrtm2/Thbs2/Flrt1/Nrp1/Actg1/Tlr2/Gsk3b/Slk/Rock2	44
GO:0051348	negative regulation of transferase activity	50/2803	263/28814	3.07129763788264e-06	5.70894638540155e-05	3.5861561735654e-05	Gadd45g/Slc8a1/Lrp6/Ptpro/Pik3ip1/Foxa2/Cav1/Paqr3/Il6/Coro1c/Ddr2/Hmgcr/Hnrnpu/Socs5/Myocd/Wwtr1/Pkig/Shb/Cdkn1c/Prkar1a/Trib1/Pip4k2b/Ppp2r5a/Trp73/Camk2n1/Cdk5rap3/Spry1/Prkag2/Ptprb/Ptprh/Adora2a/Rgs2/Adar/Pinx1/Lyn/Ormdl3/Cav3/Ephb2/Ppm1e/Prkar2b/Sfrp1/Bub1b/Lrp5/Smad7/Pycard/Drd1/Usp44/Gsk3b/Irak3/Fem1a	50
GO:0001763	morphogenesis of a branching structure	48/2803	249/28814	3.21674287239849e-06	5.94381539063069e-05	3.73369249221702e-05	Clic4/Angpt1/Med1/Drd2/Rspo3/Hs3st3b1/Lrp6/Wnt9b/Foxa2/Rbm15/Vangl2/Pak1/Il6/Acvr1/Vegfa/Nog/St14/Mycn/Ctnnb1/Prdm1/Lef1/Spry1/Smad4/Setd2/Tgm2/Gli3/Fgf1/Fem1b/Mgp/Pdgfb/Cav3/Sema3a/Maged1/Tgfbr2/Eya1/Ctsz/Tbx20/Sfrp1/Lrp5/Tbx1/Pgr/Ctnnd2/Nrp1/Sema5a/Met/Nfatc3/Dlg1/Ext1	48
GO:0070588	calcium ion transmembrane transport	55/2803	300/28814	3.22763443097923e-06	5.94629574015019e-05	3.73525055917745e-05	Slc8a2/Stim2/Drd2/Trpc1/Oprl1/Itgav/Tmem38b/Slc8a1/Cacng2/P2rx7/Pik3cg/Cacna1e/Stac/Slc35g1/Gpr35/Slc24a5/Itpr2/Hap1/Tspan13/Atp2a2/Adrb1/Slc24a4/Grin2c/Ibtk/F2r/Itgb3/Calm1/Lyn/Cacng4/Cav3/Mcu/Atp1a2/Micu1/Asic1/Atp2b3/Cacng3/Atp2b2/Cacna1d/Tmc1/Atp1b1/Ntsr1/Kcne3/Adrb2/Atp2a3/P2rx1/Cacna2d1/Ywhae/Ryr3/Ank2/Drd1/Cacnb1/Ptk2b/Cacna1c/Cabp1/Trpc5	55
GO:0001894	tissue homeostasis	53/2803	286/28814	3.48210448406768e-06	6.37737194773219e-05	4.00603723306362e-05	Angpt1/Mdm1/Cd7/Rp1l1/Bdkrb2/Apbb2/Itgav/Nkiras1/P2rx7/Lrp6/Mbp/Col2a1/Vsig1/Tnfrsf11b/Il6/Vegfa/Tcirg1/Wwtr1/Rpa1/Ctss/Gnas/Trim32/Ush2a/Ctnnb1/Csf1r/Spata7/F2r/Itgb3/Nod2/Plekhm1/Tff1/Pthlh/Ldb1/Tmem119/Car2/Erbb4/Slc39a8/Nkiras2/Ercc6/Def8/Gcnt2/Ocln/Adrb2/Muc4/Esrrb/Ptk2b/Rbp4/Tmem64/Aipl1/Ext1/Akt3/Pbld1/Slc28a3	53
GO:0015837	amine transport	29/2803	121/28814	3.76276877639194e-06	6.85109975748322e-05	4.30361611975145e-05	Th/Drd2/Adora1/P2rx7/Rgs4/Arg1/Nr3c1/Syt15/Grm7/Crhr1/Ddc/Cnr1/Syt13/Ghsr/Arl6ip1/Syt6/Adora2a/Rgs2/Chrnb2/Grik1/Htr6/Chga/Chrna7/Syt7/Grk2/Ntsr1/Chrna3/Gck/Abat	29
GO:0001649	osteoblast differentiation	44/2803	222/28814	3.83402235498112e-06	6.92013252303404e-05	4.3469800369519e-05	Asf1a/Sema4d/Hdac8/Prkaca/Il6/Acvr1/Hdac4/Ddr2/Vegfa/Fignl1/Nog/Tcirg1/Wwtr1/Gja1/Gnas/Jund/Bambi/Wnt3/Ctnnb1/Ptk2/Smad4/Adar/Cbfb/Gli3/Pthlh/Id2/Jag1/Rassf2/Rest/Tmem119/Wnt11/Hemgn/Tob1/Hdac5/Igfbp3/Fndc3b/Sfrp1/Smad1/Lrp5/Wwox/Scube3/Cthrc1/Gsk3b/Tmem64	44
GO:0051966	regulation of synaptic transmission, glutamatergic	23/2803	85/28814	4.25182914416678e-06	7.60808623009383e-05	4.77912797934778e-05	Drd2/Adora1/Ngfr/Cacng2/Kalrn/Prkaca/Ntrk1/Grm1/Grm4/Grm7/Cnr1/Grin2c/Disc1/Cacng5/Adora2a/Plppr4/Grik1/Cacng4/Grm3/Cacng3/Drd1/Nps/Ptk2b	23
GO:1901990	regulation of mitotic cell cycle phase transition	56/2803	311/28814	4.6533511909394e-06	8.20861695920104e-05	5.15635993008225e-05	Rcc2/Cradd/Tmod3/Brca1/Nbn/Taok1/Lsm11/Blm/Cdc6/Acvr1/Mta3/Ddr2/Kif14/Rps27l/Sin3a/Anapc4/Cdkn1c/D1Pas1/Nek6/Adam17/Zw10/Cdk5rap3/Lcmt1/Dcun1d3/Pinx1/Neurog1/Ccnd3/Prkcq/Id2/Jade1/Anapc5/Cdc23/D7Ertd443e/App/Anp32b/E2f7/Fhl1/Plk3/Anxa1/Topbp1/Cdk1/Nacc2/Ak1/Bub1b/Ttk/Dtl/Larp7/Usp44/Foxn3/Mrnip/Vps4a/Rdx/Zfp655/Ppp2r5c/Dlg1/Rnaseh2b	56
GO:1903510	mucopolysaccharide metabolic process	21/2803	74/28814	4.83982777430766e-06	8.48946691566585e-05	5.33277983968191e-05	Angpt1/Chst11/Itih4/Itih3/Hs2st1/Egflam/Glce/Prss34/B4galt4/Chst1/Ccnd3/Pdgfb/Nfkb1/Mamdc2/Ap2a1/Itih2/Itih5/Chpf/Xylt1/Hpse/Ext1	21
